episode,reward,length,terminated,truncated,outcome
1,-81.79,84,1,0,crashed
2,-398.18,118,1,0,crashed
3,-104.31,90,1,0,crashed
4,-168.79,139,1,0,crashed
5,-56.68,76,1,0,crashed
6,-320.90,101,1,0,out_of_bounds
7,-95.46,63,1,0,crashed
8,-163.90,81,1,0,crashed
9,-89.29,74,1,0,crashed
10,-114.92,72,1,0,crashed
11,-319.78,95,1,0,out_of_bounds
12,-231.29,98,1,0,crashed
13,-240.43,65,1,0,crashed
14,-102.74,93,1,0,crashed
15,-168.17,86,1,0,crashed
16,-106.01,95,1,0,crashed
17,-87.35,98,1,0,crashed
18,-336.96,105,1,0,crashed
19,-433.30,96,1,0,out_of_bounds
20,-134.56,99,1,0,crashed
21,8.43,122,1,0,crashed
22,-44.76,79,1,0,crashed
23,-99.99,102,1,0,crashed
24,-113.46,89,1,0,crashed
25,-422.37,95,1,0,crashed
26,-230.61,95,1,0,crashed
27,-111.90,90,1,0,crashed
28,-160.73,79,1,0,crashed
29,-261.23,85,1,0,crashed
30,-403.48,85,1,0,out_of_bounds
31,-91.31,87,1,0,crashed
32,-567.58,148,1,0,out_of_bounds
33,-49.20,88,1,0,crashed
34,-358.23,114,1,0,crashed
35,-410.97,108,1,0,out_of_bounds
36,-410.10,90,1,0,out_of_bounds
37,-333.38,100,1,0,crashed
38,-108.00,127,1,0,crashed
39,-160.33,108,1,0,out_of_bounds
40,-146.75,103,1,0,out_of_bounds
41,-57.12,80,1,0,crashed
42,-362.77,91,1,0,out_of_bounds
43,-66.25,78,1,0,crashed
44,-112.51,85,1,0,crashed
45,-96.96,91,1,0,crashed
46,-210.16,109,1,0,crashed
47,-65.30,71,1,0,crashed
48,-181.42,84,1,0,crashed
49,-86.18,95,1,0,crashed
50,-210.75,107,1,0,crashed
51,-139.98,91,1,0,crashed
52,-201.68,114,1,0,crashed
53,-155.47,143,1,0,crashed
54,-123.58,89,1,0,crashed
55,-120.81,86,1,0,crashed
56,-167.28,121,1,0,crashed
57,-165.91,115,1,0,crashed
58,-160.30,117,1,0,crashed
59,-152.77,145,1,0,crashed
60,-141.22,88,1,0,crashed
61,-92.41,80,1,0,crashed
62,-53.33,77,1,0,crashed
63,-84.66,107,1,0,crashed
64,-49.43,154,1,0,crashed
65,-95.36,137,1,0,crashed
66,-51.34,138,1,0,crashed
67,-18.67,146,1,0,crashed
68,-194.26,105,1,0,crashed
69,-117.64,81,1,0,crashed
70,-114.33,118,1,0,crashed
71,-115.72,95,1,0,crashed
72,-117.47,119,1,0,crashed
73,-53.62,156,1,0,crashed
74,-85.46,88,1,0,crashed
75,-62.74,89,1,0,crashed
76,-59.10,132,1,0,crashed
77,-139.38,122,1,0,crashed
78,-81.78,131,1,0,crashed
79,11.41,115,1,0,crashed
80,-84.76,73,1,0,crashed
81,-289.59,112,1,0,crashed
82,-74.87,82,1,0,crashed
83,-241.65,126,1,0,crashed
84,-63.96,107,1,0,crashed
85,-115.40,82,1,0,crashed
86,-35.70,144,1,0,crashed
87,-33.51,165,1,0,crashed
88,-118.99,115,1,0,crashed
89,-40.08,117,1,0,crashed
90,-77.62,81,1,0,crashed
91,-73.82,208,1,0,crashed
92,-74.05,198,1,0,crashed
93,-109.66,262,1,0,crashed
94,-46.00,199,1,0,crashed
95,-65.87,143,1,0,crashed
96,-190.24,127,1,0,crashed
97,-106.86,182,1,0,crashed
98,-69.96,108,1,0,crashed
99,-98.96,123,1,0,crashed
100,-12.44,105,1,0,crashed
101,-142.42,307,1,0,crashed
102,-97.55,160,1,0,crashed
103,-48.53,138,1,0,crashed
104,-110.46,128,1,0,crashed
105,-47.11,198,1,0,crashed
106,-52.62,156,1,0,crashed
107,-21.09,140,1,0,crashed
108,-78.33,152,1,0,crashed
109,-136.80,239,1,0,crashed
110,-112.26,91,1,0,crashed
111,-48.97,192,1,0,crashed
112,-10.29,263,1,0,crashed
113,-85.64,180,1,0,crashed
114,-101.29,218,1,0,crashed
115,-169.38,171,1,0,crashed
116,-6.65,123,1,0,crashed
117,-134.95,105,1,0,crashed
118,-106.14,174,1,0,crashed
119,-87.61,115,1,0,crashed
120,-139.44,276,1,0,crashed
121,-130.38,132,1,0,crashed
122,-32.41,168,1,0,crashed
123,-54.17,115,1,0,crashed
124,-97.00,223,1,0,crashed
125,-182.72,229,1,0,out_of_bounds
126,-55.88,129,1,0,crashed
127,-81.65,151,1,0,crashed
128,-0.80,135,1,0,crashed
129,-67.23,86,1,0,crashed
130,-159.77,270,1,0,crashed
131,-18.98,218,1,0,crashed
132,-63.59,106,1,0,crashed
133,-22.47,357,1,0,crashed
134,-138.77,146,1,0,crashed
135,-89.35,222,1,0,out_of_bounds
136,-143.93,180,1,0,crashed
137,-184.68,472,1,0,crashed
138,-48.93,180,1,0,crashed
139,-270.80,324,1,0,crashed
140,-106.03,1000,0,1,time_limit
141,-57.10,193,1,0,crashed
142,-51.97,166,1,0,crashed
143,6.72,1000,0,1,time_limit
144,-25.99,189,1,0,crashed
145,-96.25,212,1,0,crashed
146,-22.37,189,1,0,crashed
147,-51.69,133,1,0,crashed
148,-89.11,127,1,0,out_of_bounds
149,-32.61,1000,0,1,time_limit
150,-116.17,241,1,0,crashed
151,-32.83,159,1,0,crashed
152,-37.32,167,1,0,crashed
153,-127.69,455,1,0,crashed
154,-32.80,1000,0,1,time_limit
155,-80.21,145,1,0,crashed
156,-176.04,493,1,0,crashed
157,-122.36,860,1,0,crashed
158,-44.69,204,1,0,crashed
159,-47.80,126,1,0,crashed
