episode,reward,length,terminated,truncated,outcome
1,-125.52,178,1,0,crashed
2,-270.44,110,1,0,crashed
3,-265.53,122,1,0,crashed
4,-411.71,78,1,0,crashed
5,-75.29,66,1,0,crashed
6,-283.00,86,1,0,crashed
7,-135.87,111,1,0,crashed
8,-278.96,135,1,0,crashed
9,-185.70,116,1,0,crashed
10,-97.96,79,1,0,crashed
11,-119.37,75,1,0,crashed
12,-269.73,124,1,0,crashed
13,-432.72,112,1,0,out_of_bounds
14,-140.33,93,1,0,crashed
15,-371.87,113,1,0,crashed
16,24.39,139,1,0,crashed
17,-165.88,67,1,0,crashed
18,-116.60,93,1,0,crashed
19,-137.26,71,1,0,crashed
20,-125.44,82,1,0,crashed
21,-265.20,79,1,0,crashed
22,-226.87,65,1,0,crashed
23,-212.28,92,1,0,crashed
24,-159.67,69,1,0,crashed
25,-211.74,83,1,0,crashed
26,-167.99,107,1,0,out_of_bounds
27,-130.16,85,1,0,crashed
28,-66.71,95,1,0,crashed
29,-191.23,111,1,0,crashed
30,-108.34,118,1,0,crashed
31,-523.31,85,1,0,out_of_bounds
32,-314.76,93,1,0,crashed
33,-273.08,119,1,0,crashed
34,-109.88,94,1,0,crashed
35,-371.42,127,1,0,crashed
36,-143.68,123,1,0,crashed
37,-34.52,84,1,0,crashed
38,-123.47,63,1,0,crashed
39,-111.69,87,1,0,crashed
40,-378.10,99,1,0,crashed
41,-248.67,84,1,0,crashed
42,-313.53,78,1,0,crashed
43,-282.72,141,1,0,crashed
44,-280.13,80,1,0,crashed
45,-426.41,93,1,0,out_of_bounds
46,-373.90,79,1,0,crashed
47,-15.62,95,1,0,crashed
48,-111.51,75,1,0,crashed
49,-88.08,65,1,0,crashed
50,-169.29,71,1,0,crashed
51,-113.84,88,1,0,crashed
52,-132.31,70,1,0,crashed
53,-125.22,78,1,0,crashed
54,-115.40,94,1,0,crashed
55,-99.04,102,1,0,crashed
56,-312.81,82,1,0,crashed
57,-129.14,86,1,0,crashed
58,-116.97,74,1,0,crashed
59,-165.28,105,1,0,crashed
60,-93.70,116,1,0,crashed
61,-306.08,99,1,0,crashed
62,-62.68,70,1,0,crashed
63,-550.25,125,1,0,out_of_bounds
64,-132.13,83,1,0,crashed
65,-111.97,85,1,0,crashed
66,-332.08,93,1,0,crashed
67,-54.69,76,1,0,crashed
68,-337.17,111,1,0,crashed
69,-118.48,113,1,0,crashed
70,-68.35,66,1,0,crashed
71,-422.08,85,1,0,out_of_bounds
72,-170.40,75,1,0,crashed
73,-163.93,86,1,0,crashed
74,-91.17,70,1,0,crashed
75,-330.69,122,1,0,out_of_bounds
76,-392.68,76,1,0,crashed
77,-185.09,76,1,0,crashed
78,-91.71,74,1,0,crashed
79,-244.74,92,1,0,out_of_bounds
80,-485.53,109,1,0,out_of_bounds
81,-85.32,93,1,0,crashed
82,-168.10,95,1,0,crashed
83,-50.62,67,1,0,crashed
84,-70.21,99,1,0,crashed
85,-562.99,106,1,0,crashed
86,-64.57,111,1,0,crashed
87,-113.71,101,1,0,crashed
88,-131.47,107,1,0,crashed
89,-126.21,116,1,0,crashed
90,-209.06,97,1,0,crashed
91,-57.49,66,1,0,crashed
92,-144.78,91,1,0,crashed
93,-146.16,94,1,0,crashed
94,-354.68,91,1,0,out_of_bounds
95,-378.07,110,1,0,out_of_bounds
96,-171.44,85,1,0,crashed
97,-113.05,74,1,0,crashed
98,-197.30,87,1,0,crashed
99,-222.72,120,1,0,crashed
100,-181.12,134,1,0,crashed
101,-160.13,87,1,0,crashed
102,-169.57,77,1,0,crashed
103,71.76,1000,0,1,time_limit
104,-126.42,96,1,0,crashed
105,-40.31,72,1,0,crashed
106,-95.25,140,1,0,crashed
107,-128.80,63,1,0,crashed
108,-2.97,125,1,0,crashed
109,-155.09,76,1,0,crashed
110,-47.72,70,1,0,crashed
111,-304.61,91,1,0,crashed
112,-317.49,87,1,0,crashed
113,-218.94,69,1,0,crashed
114,-99.57,77,1,0,crashed
115,-104.58,86,1,0,crashed
116,-104.20,82,1,0,crashed
117,-299.51,82,1,0,crashed
118,-109.44,67,1,0,crashed
119,-74.07,73,1,0,crashed
120,-137.04,81,1,0,crashed
121,-170.54,92,1,0,crashed
122,-106.69,105,1,0,crashed
123,-406.89,176,1,0,crashed
124,-140.44,117,1,0,crashed
125,-165.89,95,1,0,crashed
126,-120.26,66,1,0,crashed
127,-106.97,81,1,0,crashed
128,-261.12,110,1,0,crashed
129,-89.76,127,1,0,crashed
130,-294.00,120,1,0,crashed
131,-409.70,114,1,0,crashed
132,-119.49,78,1,0,crashed
133,-208.36,98,1,0,out_of_bounds
134,-88.38,70,1,0,crashed
135,-355.99,119,1,0,crashed
136,-251.53,95,1,0,out_of_bounds
137,-140.36,124,1,0,crashed
138,-155.45,97,1,0,crashed
139,-147.94,116,1,0,crashed
140,-333.33,86,1,0,crashed
141,-145.50,130,1,0,crashed
142,-203.93,87,1,0,crashed
143,-134.69,100,1,0,crashed
144,-205.43,82,1,0,crashed
145,-109.59,101,1,0,crashed
146,-161.97,129,1,0,crashed
147,-169.38,105,1,0,out_of_bounds
148,-320.45,113,1,0,crashed
149,-75.59,114,1,0,crashed
150,-134.64,69,1,0,crashed
151,-258.51,87,1,0,crashed
152,-89.11,91,1,0,crashed
153,-116.05,87,1,0,crashed
154,-200.90,119,1,0,crashed
155,-449.74,113,1,0,out_of_bounds
156,-240.49,124,1,0,crashed
157,-112.05,80,1,0,crashed
158,-198.25,126,1,0,crashed
159,-92.22,112,1,0,crashed
160,7.24,115,1,0,crashed
161,-164.37,109,1,0,crashed
162,-332.83,84,1,0,out_of_bounds
163,-384.87,123,1,0,crashed
164,-163.23,122,1,0,crashed
165,-89.35,69,1,0,crashed
166,-306.03,112,1,0,crashed
