episode,reward,length,terminated,truncated,outcome
1,-142.72,69,1,0,crashed
2,-95.31,78,1,0,crashed
3,-153.06,116,1,0,crashed
4,-242.52,107,1,0,crashed
5,-392.58,87,1,0,crashed
6,-204.23,114,1,0,crashed
7,-55.63,76,1,0,crashed
8,-337.89,125,1,0,out_of_bounds
9,-77.13,84,1,0,crashed
10,-157.49,95,1,0,crashed
11,-352.23,130,1,0,crashed
12,-202.34,89,1,0,crashed
13,-260.04,140,1,0,crashed
14,-257.98,87,1,0,crashed
15,-165.23,75,1,0,crashed
16,-107.61,101,1,0,crashed
17,-156.55,133,1,0,crashed
18,-225.83,84,1,0,crashed
19,-78.54,102,1,0,crashed
20,-84.69,110,1,0,crashed
21,-126.77,102,1,0,crashed
22,-62.41,73,1,0,crashed
23,-178.15,141,1,0,out_of_bounds
24,-293.20,96,1,0,out_of_bounds
25,-273.45,128,1,0,out_of_bounds
26,-438.76,91,1,0,crashed
27,-477.86,135,1,0,crashed
28,-98.94,129,1,0,crashed
29,-53.34,70,1,0,crashed
30,-131.26,131,1,0,out_of_bounds
31,-242.90,114,1,0,crashed
32,-322.01,96,1,0,out_of_bounds
33,-105.08,72,1,0,crashed
34,-382.06,107,1,0,crashed
35,-447.59,86,1,0,crashed
36,-105.10,75,1,0,crashed
37,-144.19,129,1,0,crashed
38,-192.93,91,1,0,crashed
39,-180.18,125,1,0,crashed
40,-523.45,108,1,0,crashed
41,-421.28,93,1,0,out_of_bounds
42,-419.14,115,1,0,crashed
43,-521.10,121,1,0,crashed
44,-244.78,103,1,0,out_of_bounds
45,-337.77,107,1,0,crashed
46,-333.85,103,1,0,crashed
47,-175.42,92,1,0,crashed
48,-97.43,131,1,0,crashed
49,-51.98,160,1,0,crashed
50,-176.81,115,1,0,out_of_bounds
51,-297.26,118,1,0,crashed
52,-60.18,164,1,0,crashed
53,-410.72,145,1,0,out_of_bounds
54,-25.52,115,1,0,crashed
55,-333.25,128,1,0,out_of_bounds
56,-263.72,159,1,0,crashed
57,-331.67,90,1,0,out_of_bounds
58,-70.46,141,1,0,crashed
59,-119.22,107,1,0,crashed
60,-84.50,93,1,0,crashed
61,-335.83,105,1,0,out_of_bounds
62,-284.44,138,1,0,crashed
63,-177.73,71,1,0,crashed
64,-279.72,91,1,0,crashed
65,-318.41,100,1,0,crashed
66,-277.33,127,1,0,crashed
67,8.75,94,1,0,crashed
68,-440.44,129,1,0,crashed
69,-208.20,156,1,0,crashed
70,-495.43,125,1,0,crashed
71,-54.29,121,1,0,crashed
72,-240.91,141,1,0,crashed
73,-137.56,70,1,0,crashed
74,-83.48,109,1,0,crashed
75,-270.48,103,1,0,out_of_bounds
76,-249.57,109,1,0,crashed
77,-409.78,130,1,0,crashed
78,-0.35,98,1,0,crashed
79,-242.09,82,1,0,crashed
80,14.33,167,1,0,crashed
81,-192.04,117,1,0,crashed
82,-117.78,129,1,0,crashed
83,-173.25,141,1,0,out_of_bounds
84,-206.13,184,1,0,crashed
85,-66.37,120,1,0,crashed
86,-5.43,99,1,0,crashed
87,-127.14,153,1,0,crashed
88,-84.28,83,1,0,crashed
89,-274.19,144,1,0,crashed
90,-24.98,198,1,0,crashed
91,-236.46,146,1,0,crashed
92,-71.59,171,1,0,crashed
93,-165.11,254,1,0,crashed
94,-308.52,119,1,0,crashed
95,-149.24,110,1,0,crashed
96,-167.89,158,1,0,crashed
97,-138.12,113,1,0,crashed
98,-142.84,110,1,0,crashed
99,-201.06,130,1,0,crashed
100,-255.92,97,1,0,crashed
101,-205.77,179,1,0,crashed
102,-109.50,162,1,0,out_of_bounds
103,-59.95,166,1,0,crashed
104,-55.95,190,1,0,crashed
105,-164.76,148,1,0,crashed
106,-135.16,82,1,0,crashed
107,-173.98,134,1,0,crashed
108,-122.06,176,1,0,crashed
109,-164.22,212,1,0,crashed
110,-152.89,137,1,0,out_of_bounds
111,-70.89,222,1,0,crashed
112,-243.94,169,1,0,crashed
113,-191.10,116,1,0,crashed
114,-176.92,138,1,0,out_of_bounds
115,-286.04,144,1,0,crashed
116,-121.39,168,1,0,crashed
117,-193.51,219,1,0,crashed
118,-131.70,149,1,0,crashed
119,2.61,146,1,0,crashed
120,-213.12,187,1,0,crashed
121,6.91,158,1,0,crashed
122,-268.79,235,1,0,crashed
123,-315.96,249,1,0,crashed
124,20.28,126,1,0,crashed
125,38.75,1000,0,1,time_limit
126,-190.86,122,1,0,crashed
127,-52.99,254,1,0,crashed
128,-55.70,198,1,0,crashed
129,-3.65,225,1,0,crashed
130,-198.86,182,1,0,crashed
131,-165.51,154,1,0,crashed
132,-13.77,332,1,0,crashed
133,10.16,160,1,0,crashed
134,-84.97,274,1,0,crashed
135,-0.15,109,1,0,crashed
136,-1.30,203,1,0,crashed
137,-161.10,167,1,0,crashed
138,-92.38,260,1,0,crashed
139,-126.17,109,1,0,crashed
140,-129.41,133,1,0,crashed
141,-4.47,1000,0,1,time_limit
142,-130.77,182,1,0,crashed
