episode,reward,length,terminated,truncated,outcome
1,-344.39,105,1,0,out_of_bounds
2,-268.57,115,1,0,crashed
3,-133.53,72,1,0,crashed
4,-127.02,62,1,0,crashed
5,-157.38,110,1,0,crashed
6,-204.54,111,1,0,crashed
7,-439.46,103,1,0,out_of_bounds
8,-130.94,86,1,0,crashed
9,-110.42,110,1,0,crashed
10,-103.32,72,1,0,crashed
11,-246.13,111,1,0,crashed
12,-127.93,118,1,0,crashed
13,-147.94,123,1,0,crashed
14,-179.92,100,1,0,crashed
15,-270.61,109,1,0,crashed
16,-177.42,118,1,0,crashed
17,-288.00,113,1,0,out_of_bounds
18,-150.29,95,1,0,crashed
19,-57.78,119,1,0,crashed
20,-408.27,98,1,0,out_of_bounds
21,54.23,1000,0,1,time_limit
22,-8.52,88,1,0,crashed
23,-86.91,71,1,0,crashed
24,-356.58,105,1,0,crashed
25,-305.79,93,1,0,crashed
26,-7.39,110,1,0,crashed
27,-60.47,63,1,0,crashed
28,-110.11,86,1,0,crashed
29,-196.40,150,1,0,crashed
30,-168.44,89,1,0,crashed
31,-184.67,89,1,0,crashed
32,-295.19,59,1,0,crashed
33,-85.00,106,1,0,crashed
34,-190.40,65,1,0,crashed
35,-120.16,144,1,0,crashed
36,-275.45,114,1,0,crashed
37,-317.69,89,1,0,crashed
38,-128.33,79,1,0,crashed
39,-126.81,108,1,0,crashed
40,-157.78,121,1,0,crashed
41,-42.51,77,1,0,crashed
42,-154.18,109,1,0,crashed
43,-166.26,76,1,0,crashed
44,-113.80,144,1,0,crashed
45,-169.14,133,1,0,out_of_bounds
46,-115.52,119,1,0,crashed
47,-40.04,145,1,0,crashed
48,-225.40,130,1,0,crashed
49,-36.10,96,1,0,crashed
50,-213.71,104,1,0,crashed
51,-59.89,92,1,0,crashed
52,-190.97,111,1,0,out_of_bounds
53,-25.97,87,1,0,crashed
54,-36.33,97,1,0,crashed
55,-395.32,128,1,0,crashed
56,-128.51,127,1,0,crashed
