episode,reward,length,terminated,truncated,outcome
1,-185.84,66,1,0,crashed
2,-124.34,79,1,0,crashed
3,-195.87,101,1,0,crashed
4,-114.88,86,1,0,crashed
5,-481.62,96,1,0,crashed
6,-182.77,72,1,0,crashed
7,-239.80,121,1,0,crashed
8,-347.64,71,1,0,crashed
9,-357.59,110,1,0,crashed
10,-379.59,109,1,0,crashed
11,-433.18,128,1,0,crashed
12,-88.55,61,1,0,crashed
13,-539.90,81,1,0,out_of_bounds
14,-374.64,89,1,0,out_of_bounds
15,-83.69,59,1,0,crashed
16,-333.25,124,1,0,crashed
17,-108.27,84,1,0,crashed
18,-94.42,150,1,0,crashed
19,-568.28,97,1,0,crashed
20,-460.82,98,1,0,out_of_bounds
21,-503.80,86,1,0,out_of_bounds
22,-64.46,74,1,0,crashed
23,-105.58,68,1,0,crashed
24,-152.08,88,1,0,crashed
25,-192.00,134,1,0,crashed
26,-272.48,69,1,0,crashed
27,-385.45,95,1,0,crashed
28,-322.24,92,1,0,crashed
29,-309.53,121,1,0,crashed
30,-419.15,84,1,0,crashed
31,-113.93,66,1,0,crashed
32,-427.41,99,1,0,out_of_bounds
33,-141.97,68,1,0,crashed
34,-412.20,130,1,0,crashed
35,-170.31,79,1,0,crashed
36,-332.16,110,1,0,crashed
37,-329.37,128,1,0,crashed
38,-328.17,124,1,0,crashed
39,-139.07,126,1,0,crashed
40,-212.49,103,1,0,crashed
41,-75.96,65,1,0,crashed
42,-177.76,111,1,0,crashed
43,-126.55,105,1,0,crashed
44,-156.56,115,1,0,crashed
45,-113.76,66,1,0,crashed
46,-532.36,118,1,0,crashed
47,-116.65,109,1,0,crashed
48,-320.03,94,1,0,crashed
49,-148.84,78,1,0,crashed
50,-346.06,81,1,0,crashed
51,-56.86,86,1,0,crashed
52,-87.19,99,1,0,crashed
53,-469.29,102,1,0,crashed
54,-111.73,127,1,0,crashed
55,-319.03,88,1,0,crashed
56,-219.35,70,1,0,crashed
57,-62.48,83,1,0,crashed
58,-161.89,70,1,0,crashed
59,-75.54,73,1,0,crashed
60,-244.18,85,1,0,crashed
61,-428.35,118,1,0,crashed
62,-122.15,87,1,0,crashed
63,-378.16,91,1,0,crashed
64,-89.29,70,1,0,crashed
65,-429.02,81,1,0,out_of_bounds
66,-16.29,103,1,0,crashed
67,-223.98,105,1,0,crashed
68,-479.93,112,1,0,out_of_bounds
69,-165.50,70,1,0,crashed
70,-77.60,68,1,0,crashed
71,-430.29,156,1,0,crashed
72,-87.41,61,1,0,crashed
73,-90.35,91,1,0,crashed
74,-44.25,75,1,0,crashed
75,-116.74,76,1,0,crashed
76,-104.43,68,1,0,crashed
77,-271.27,105,1,0,out_of_bounds
78,-176.06,99,1,0,crashed
79,-114.54,81,1,0,crashed
80,-223.56,142,1,0,crashed
81,-83.40,74,1,0,crashed
82,-63.51,131,1,0,crashed
83,-250.64,83,1,0,crashed
84,-160.14,111,1,0,crashed
85,-74.65,103,1,0,crashed
86,-90.21,109,1,0,crashed
87,-193.83,92,1,0,crashed
88,-30.29,76,1,0,crashed
89,-143.92,73,1,0,crashed
90,-107.78,76,1,0,crashed
91,-296.15,138,1,0,crashed
92,-266.77,144,1,0,crashed
93,-67.03,76,1,0,crashed
94,-35.70,85,1,0,crashed
95,-439.19,118,1,0,crashed
96,-183.92,89,1,0,crashed
97,-82.29,72,1,0,crashed
98,-116.37,81,1,0,crashed
99,-213.07,92,1,0,crashed
100,-192.06,74,1,0,crashed
101,-118.77,97,1,0,crashed
102,-315.02,82,1,0,crashed
103,-178.51,138,1,0,crashed
104,-263.36,110,1,0,out_of_bounds
105,-374.69,105,1,0,crashed
106,-231.98,112,1,0,out_of_bounds
107,-95.01,131,1,0,crashed
108,-211.44,126,1,0,crashed
109,-161.80,81,1,0,crashed
110,-370.58,105,1,0,crashed
111,-448.21,89,1,0,crashed
112,-414.96,156,1,0,crashed
113,-77.30,70,1,0,crashed
114,-60.52,73,1,0,crashed
115,-136.20,93,1,0,crashed
116,-346.27,94,1,0,crashed
117,-371.19,100,1,0,out_of_bounds
118,-119.23,117,1,0,crashed
119,-219.18,88,1,0,crashed
120,-213.57,187,1,0,crashed
121,-61.25,81,1,0,crashed
122,-267.23,103,1,0,crashed
123,-338.79,92,1,0,out_of_bounds
124,-94.33,82,1,0,crashed
125,-131.51,137,1,0,crashed
126,-66.01,138,1,0,crashed
127,-194.49,120,1,0,out_of_bounds
128,-309.62,124,1,0,crashed
129,-297.87,107,1,0,out_of_bounds
130,-56.84,104,1,0,crashed
131,-141.58,127,1,0,crashed
132,-52.69,71,1,0,crashed
133,-406.04,94,1,0,out_of_bounds
134,-176.01,83,1,0,crashed
135,-109.96,106,1,0,crashed
136,-134.46,192,1,0,crashed
137,-204.81,115,1,0,out_of_bounds
138,-62.43,121,1,0,crashed
139,-145.73,75,1,0,crashed
140,-71.78,135,1,0,crashed
141,-167.79,138,1,0,out_of_bounds
142,-211.49,175,1,0,crashed
143,-54.59,92,1,0,crashed
144,-170.87,155,1,0,out_of_bounds
145,-141.27,97,1,0,crashed
146,-93.87,89,1,0,crashed
147,-69.19,113,1,0,crashed
148,-235.34,95,1,0,crashed
149,-370.12,235,1,0,crashed
150,-458.23,107,1,0,crashed
151,-56.25,87,1,0,crashed
152,-108.30,172,1,0,crashed
153,-265.82,167,1,0,crashed
154,-109.92,78,1,0,crashed
155,-49.44,136,1,0,crashed
156,-363.22,83,1,0,out_of_bounds
157,-293.45,100,1,0,out_of_bounds
