episode,reward,length,terminated,truncated,outcome
1,-30.31,80,1,0,crashed
2,-709.40,122,1,0,crashed
3,-302.17,110,1,0,crashed
4,-59.33,60,1,0,crashed
5,-137.96,68,1,0,crashed
6,-137.95,80,1,0,crashed
7,-445.97,131,1,0,crashed
8,20.42,87,1,0,crashed
9,-122.20,97,1,0,crashed
10,-42.07,77,1,0,crashed
11,-108.81,106,1,0,crashed
12,-125.18,95,1,0,crashed
13,-103.92,59,1,0,crashed
14,-144.10,86,1,0,crashed
15,-337.34,90,1,0,out_of_bounds
16,-466.05,86,1,0,out_of_bounds
17,-127.92,82,1,0,crashed
18,-118.38,85,1,0,crashed
19,-102.92,95,1,0,crashed
20,-98.10,101,1,0,crashed
21,-29.11,129,1,0,crashed
22,-198.51,124,1,0,crashed
23,-247.34,111,1,0,crashed
24,-215.26,166,1,0,out_of_bounds
25,-295.31,199,1,0,out_of_bounds
26,-509.99,177,1,0,out_of_bounds
27,-29.96,143,1,0,crashed
28,50.23,1000,0,1,time_limit
29,-82.79,133,1,0,crashed
30,-60.29,100,1,0,crashed
31,-159.02,143,1,0,out_of_bounds
32,-178.63,186,1,0,crashed
33,-83.58,207,1,0,crashed
34,-245.44,115,1,0,crashed
35,-229.12,103,1,0,crashed
36,-282.02,89,1,0,crashed
37,-374.18,130,1,0,crashed
38,-167.08,100,1,0,crashed
39,-105.38,186,1,0,crashed
40,-113.03,97,1,0,crashed
41,-241.69,225,1,0,crashed
42,8.78,322,1,0,crashed
43,-207.23,138,1,0,out_of_bounds
44,-296.98,110,1,0,crashed
45,-158.98,118,1,0,out_of_bounds
46,-239.26,316,1,0,crashed
47,-329.36,167,1,0,crashed
48,-50.64,205,1,0,crashed
49,-60.40,254,1,0,crashed
50,-428.82,258,1,0,crashed
51,-117.70,110,1,0,crashed
52,-255.00,196,1,0,crashed
53,-47.16,157,1,0,crashed
54,-110.87,217,1,0,crashed
55,-22.83,146,1,0,crashed
56,-258.87,257,1,0,crashed
57,-123.83,94,1,0,crashed
58,7.82,232,1,0,crashed
59,-89.75,226,1,0,crashed
60,-183.35,210,1,0,crashed
61,-36.11,179,1,0,crashed
62,-216.02,200,1,0,crashed
63,-126.72,210,1,0,crashed
64,-97.07,254,1,0,crashed
65,-351.09,323,1,0,crashed
66,-307.13,203,1,0,crashed
67,-32.50,137,1,0,crashed
68,-156.15,182,1,0,crashed
69,-236.29,172,1,0,crashed
70,-113.00,273,1,0,crashed
71,-191.04,148,1,0,crashed
72,-50.91,151,1,0,crashed
73,-73.56,122,1,0,crashed
74,53.13,1000,0,1,time_limit
75,-187.09,213,1,0,crashed
76,-82.96,183,1,0,crashed
77,-287.89,533,1,0,crashed
78,-29.72,229,1,0,crashed
79,-42.28,208,1,0,crashed
80,-290.53,272,1,0,crashed
81,-200.63,255,1,0,crashed
82,105.42,1000,0,1,time_limit
83,-209.86,270,1,0,crashed
84,88.30,1000,0,1,time_limit
85,-221.55,291,1,0,crashed
86,-197.90,257,1,0,crashed
87,-123.20,210,1,0,crashed
88,-49.28,518,1,0,crashed
89,-21.27,270,1,0,crashed
90,-245.79,416,1,0,crashed
91,-82.31,308,1,0,crashed
92,-210.43,273,1,0,crashed
93,161.86,1000,0,1,time_limit
94,-171.91,459,1,0,crashed
95,-273.16,281,1,0,crashed
96,132.45,1000,0,1,time_limit
97,-206.91,181,1,0,crashed
98,-58.97,225,1,0,crashed
99,73.36,1000,0,1,time_limit
100,89.23,1000,0,1,time_limit
101,-116.20,465,1,0,crashed
102,-61.83,230,1,0,crashed
103,-71.79,490,1,0,crashed
104,-250.30,398,1,0,crashed
105,-347.77,515,1,0,crashed
106,-78.28,422,1,0,crashed
107,-144.32,172,1,0,crashed
108,-64.97,512,1,0,crashed
109,-109.04,333,1,0,crashed
110,-179.36,205,1,0,crashed
111,-66.81,210,1,0,crashed
112,-84.60,331,1,0,crashed
113,-212.74,384,1,0,crashed
114,1.64,1000,0,1,time_limit
115,-87.23,283,1,0,crashed
116,-202.06,949,1,0,crashed
117,-64.92,349,1,0,crashed
118,-183.82,174,1,0,crashed
119,-204.45,263,1,0,crashed
120,-70.97,384,1,0,crashed
121,20.56,1000,0,1,time_limit
122,118.39,1000,0,1,time_limit
123,81.26,167,1,0,crashed
124,-81.82,314,1,0,crashed
125,-17.13,361,1,0,crashed
126,-284.05,445,1,0,crashed
127,-123.16,444,1,0,crashed
128,-165.42,193,1,0,crashed
129,-127.21,173,1,0,crashed
130,-87.80,461,1,0,crashed
131,-381.74,935,1,0,crashed
132,-131.31,1000,0,1,time_limit
133,-328.26,894,1,0,crashed
134,-220.39,167,1,0,crashed
135,-48.68,260,1,0,crashed
136,-109.00,505,1,0,crashed
137,-212.70,385,1,0,crashed
138,-89.18,657,1,0,crashed
139,-91.68,183,1,0,crashed
140,-124.64,1000,0,1,time_limit
141,33.92,188,1,0,crashed
142,-189.46,177,1,0,crashed
143,-264.16,357,1,0,crashed
144,36.37,1000,0,1,time_limit
145,-194.71,190,1,0,crashed
146,-203.79,398,1,0,crashed
147,-42.32,345,1,0,crashed
148,-58.00,346,1,0,crashed
149,-12.98,406,1,0,crashed
150,-170.31,398,1,0,crashed
151,133.42,1000,0,1,time_limit
152,-26.64,543,1,0,crashed
153,-31.28,332,1,0,crashed
154,102.80,987,1,0,landed_success
155,-55.28,161,1,0,crashed
156,-254.96,487,1,0,crashed
157,-132.64,1000,0,1,time_limit
158,-144.96,1000,0,1,time_limit
159,-7.30,1000,0,1,time_limit
160,-13.94,484,1,0,crashed
161,-119.49,1000,0,1,time_limit
162,-70.68,1000,0,1,time_limit
163,20.13,196,1,0,crashed
164,-141.79,1000,0,1,time_limit
165,-71.34,1000,0,1,time_limit
166,37.05,1000,0,1,time_limit
167,30.65,183,1,0,crashed
168,92.54,1000,0,1,time_limit
169,-128.26,1000,0,1,time_limit
170,-107.65,1000,0,1,time_limit
171,22.04,1000,0,1,time_limit
172,-66.21,1000,0,1,time_limit
173,32.09,178,1,0,crashed
174,5.88,1000,0,1,time_limit
175,-68.96,1000,0,1,time_limit
176,-91.49,1000,0,1,time_limit
177,-85.37,1000,0,1,time_limit
178,-55.58,1000,0,1,time_limit
179,-85.61,1000,0,1,time_limit
180,-1.64,1000,0,1,time_limit
181,216.78,380,1,0,landed_success
182,-93.30,1000,0,1,time_limit
183,-136.52,1000,0,1,time_limit
184,-46.26,1000,0,1,time_limit
