episode,reward,length,terminated,truncated,outcome
1,-70.28,82,1,0,crashed
2,-366.35,100,1,0,out_of_bounds
3,-395.82,146,1,0,crashed
4,-97.10,138,1,0,crashed
5,-172.42,96,1,0,crashed
6,-121.10,107,1,0,crashed
7,-111.07,86,1,0,crashed
8,-15.04,106,1,0,crashed
9,-390.28,113,1,0,crashed
10,-59.17,92,1,0,crashed
11,-82.79,102,1,0,crashed
12,-311.07,109,1,0,out_of_bounds
13,-65.70,74,1,0,crashed
14,-186.04,116,1,0,out_of_bounds
15,-289.84,92,1,0,crashed
16,-121.43,123,1,0,crashed
17,-312.23,100,1,0,crashed
18,-145.47,100,1,0,crashed
19,-270.78,112,1,0,crashed
20,-199.77,102,1,0,crashed
21,-74.65,134,1,0,crashed
22,-106.99,79,1,0,crashed
23,-320.60,66,1,0,crashed
24,-365.72,85,1,0,out_of_bounds
25,-72.15,110,1,0,crashed
26,-254.21,116,1,0,crashed
27,-303.83,109,1,0,crashed
28,-329.53,109,1,0,crashed
29,-190.89,116,1,0,crashed
30,-192.01,86,1,0,crashed
31,-87.29,113,1,0,crashed
32,-447.78,97,1,0,crashed
33,-219.81,128,1,0,crashed
34,-339.08,140,1,0,crashed
35,-317.29,119,1,0,crashed
36,-26.05,105,1,0,crashed
37,-150.25,80,1,0,crashed
38,-18.03,107,1,0,crashed
39,-337.75,95,1,0,crashed
40,-77.16,94,1,0,crashed
41,-25.03,85,1,0,crashed
42,-176.03,100,1,0,out_of_bounds
43,-252.04,111,1,0,crashed
44,-145.48,94,1,0,crashed
45,-87.76,153,1,0,crashed
46,-71.77,76,1,0,crashed
47,-149.40,66,1,0,crashed
48,-183.90,175,1,0,out_of_bounds
49,-157.47,70,1,0,crashed
50,-69.28,99,1,0,crashed
51,-49.67,93,1,0,crashed
52,-168.63,139,1,0,crashed
53,-233.20,96,1,0,crashed
54,-133.42,105,1,0,crashed
55,-119.58,159,1,0,crashed
56,-87.09,101,1,0,crashed
57,-120.93,109,1,0,crashed
58,-186.65,97,1,0,crashed
59,-199.90,119,1,0,crashed
60,-78.69,76,1,0,crashed
61,-123.10,120,1,0,crashed
62,-134.21,139,1,0,crashed
63,-61.62,137,1,0,crashed
64,-46.98,78,1,0,crashed
65,-223.19,115,1,0,crashed
66,-128.61,136,1,0,crashed
67,-96.63,85,1,0,crashed
68,-156.17,107,1,0,crashed
69,-112.67,135,1,0,crashed
70,-182.81,139,1,0,crashed
71,-83.80,69,1,0,crashed
72,-80.57,120,1,0,crashed
73,-123.88,122,1,0,crashed
74,-98.13,108,1,0,crashed
75,-36.39,122,1,0,crashed
76,-35.46,169,1,0,crashed
77,-131.18,118,1,0,crashed
78,-86.26,91,1,0,crashed
79,-182.78,122,1,0,crashed
80,-83.83,133,1,0,crashed
81,-349.94,97,1,0,crashed
82,-129.10,189,1,0,crashed
83,-67.58,113,1,0,crashed
84,-48.08,93,1,0,crashed
85,-86.20,114,1,0,crashed
