episode,reward,length,terminated,truncated,outcome
1,-365.47,94,1,0,out_of_bounds
2,-97.54,107,1,0,crashed
3,-148.52,115,1,0,crashed
4,-429.15,97,1,0,crashed
5,-101.36,76,1,0,crashed
6,-229.39,81,1,0,crashed
7,-42.85,65,1,0,crashed
8,-163.91,73,1,0,crashed
9,-138.85,70,1,0,crashed
10,-220.55,118,1,0,crashed
11,1.13,81,1,0,crashed
12,-126.06,92,1,0,crashed
13,-147.02,120,1,0,crashed
14,-35.33,125,1,0,crashed
15,-91.84,116,1,0,crashed
16,-109.19,71,1,0,crashed
17,-430.21,116,1,0,out_of_bounds
18,-139.79,77,1,0,crashed
19,-279.93,96,1,0,crashed
20,-105.15,87,1,0,crashed
21,-128.32,133,1,0,crashed
22,-334.11,85,1,0,crashed
23,-313.32,133,1,0,crashed
24,-373.60,95,1,0,crashed
25,-357.77,122,1,0,out_of_bounds
26,-199.72,78,1,0,crashed
27,-264.37,120,1,0,crashed
28,-229.01,93,1,0,crashed
29,-342.95,94,1,0,out_of_bounds
30,-153.90,72,1,0,crashed
31,-319.42,150,1,0,out_of_bounds
32,-427.60,114,1,0,crashed
33,-157.28,88,1,0,crashed
34,-107.82,97,1,0,crashed
35,-265.22,116,1,0,out_of_bounds
36,-372.16,104,1,0,crashed
37,-190.39,92,1,0,crashed
38,-367.45,88,1,0,crashed
39,-286.19,123,1,0,crashed
40,-318.17,83,1,0,crashed
41,-68.39,80,1,0,crashed
42,-253.16,143,1,0,crashed
43,-117.91,136,1,0,crashed
44,-319.34,117,1,0,crashed
45,-386.63,144,1,0,out_of_bounds
46,-357.85,143,1,0,crashed
47,-370.35,111,1,0,crashed
48,-209.34,112,1,0,out_of_bounds
49,-168.29,132,1,0,crashed
50,-267.93,76,1,0,crashed
51,-223.91,133,1,0,crashed
52,-243.20,96,1,0,out_of_bounds
53,-281.91,103,1,0,crashed
54,-160.89,87,1,0,crashed
55,-158.01,143,1,0,out_of_bounds
56,-274.03,117,1,0,crashed
57,-361.14,100,1,0,crashed
58,-71.43,109,1,0,crashed
59,-85.56,75,1,0,crashed
60,-102.26,161,1,0,crashed
61,-296.48,113,1,0,out_of_bounds
62,-59.50,81,1,0,crashed
63,-366.38,103,1,0,crashed
64,-149.75,82,1,0,crashed
65,-128.93,90,1,0,crashed
66,-211.88,108,1,0,crashed
67,-346.33,124,1,0,crashed
68,-123.33,139,1,0,crashed
