episode,reward,length,terminated,truncated,outcome
1,-150.38,80,1,0,crashed
2,-97.84,100,1,0,crashed
3,-127.94,95,1,0,crashed
4,-104.53,107,1,0,crashed
5,-371.75,94,1,0,crashed
6,-430.63,102,1,0,crashed
7,-278.12,137,1,0,crashed
8,-225.42,97,1,0,out_of_bounds
9,-169.99,93,1,0,crashed
10,-355.48,104,1,0,crashed
11,-142.25,79,1,0,crashed
12,-57.14,88,1,0,crashed
13,-51.45,136,1,0,crashed
14,-455.64,112,1,0,crashed
15,-88.60,73,1,0,crashed
16,-73.39,85,1,0,crashed
17,-199.04,75,1,0,crashed
18,-139.94,81,1,0,crashed
19,-315.35,85,1,0,crashed
20,-173.33,121,1,0,crashed
21,-71.60,70,1,0,crashed
22,-128.06,98,1,0,crashed
23,-186.10,94,1,0,crashed
24,-271.24,108,1,0,out_of_bounds
25,-71.82,89,1,0,crashed
26,-196.21,86,1,0,crashed
27,-146.34,89,1,0,crashed
28,-110.24,95,1,0,crashed
29,-101.48,62,1,0,crashed
30,-286.04,98,1,0,crashed
31,-171.79,73,1,0,crashed
32,-421.19,90,1,0,crashed
33,-166.05,84,1,0,crashed
34,-176.60,114,1,0,out_of_bounds
35,-79.12,89,1,0,crashed
36,-144.78,79,1,0,crashed
37,-147.25,94,1,0,crashed
38,-74.02,80,1,0,crashed
39,7.63,114,1,0,crashed
40,-184.61,126,1,0,crashed
41,-212.04,130,1,0,crashed
42,-128.19,81,1,0,crashed
43,-285.09,105,1,0,out_of_bounds
44,-48.73,136,1,0,crashed
45,-74.53,79,1,0,crashed
46,-324.69,98,1,0,crashed
47,-212.80,89,1,0,crashed
48,-189.29,98,1,0,crashed
49,-192.33,83,1,0,crashed
50,-137.48,154,1,0,crashed
51,-200.45,84,1,0,crashed
52,-168.78,116,1,0,crashed
53,-155.60,140,1,0,crashed
54,-144.83,175,1,0,crashed
55,-309.83,174,1,0,crashed
56,-115.42,85,1,0,crashed
57,-308.50,155,1,0,crashed
58,-222.26,137,1,0,out_of_bounds
59,-89.26,91,1,0,crashed
60,-152.76,114,1,0,crashed
61,-258.49,215,1,0,crashed
62,-66.13,153,1,0,crashed
63,-56.29,108,1,0,crashed
64,-102.47,204,1,0,crashed
65,-167.37,105,1,0,crashed
66,-186.82,211,1,0,crashed
67,-19.59,82,1,0,crashed
68,-110.85,89,1,0,crashed
69,-291.52,136,1,0,crashed
70,-240.14,139,1,0,crashed
71,-131.10,99,1,0,crashed
72,-125.68,91,1,0,crashed
73,-58.87,194,1,0,crashed
74,-61.19,169,1,0,crashed
75,-115.43,108,1,0,crashed
76,-83.11,98,1,0,crashed
77,-255.51,164,1,0,crashed
78,-213.87,166,1,0,crashed
79,-163.73,145,1,0,crashed
80,-163.01,178,1,0,crashed
81,-95.17,112,1,0,crashed
82,-30.79,102,1,0,crashed
83,-70.68,108,1,0,crashed
84,-90.73,178,1,0,crashed
85,-270.87,117,1,0,crashed
86,-91.67,118,1,0,crashed
87,-78.34,95,1,0,crashed
88,-147.94,173,1,0,crashed
89,-23.20,197,1,0,crashed
90,-157.20,107,1,0,crashed
91,-63.57,137,1,0,crashed
92,-141.60,205,1,0,crashed
93,-138.63,179,1,0,crashed
94,-27.02,84,1,0,crashed
95,19.98,143,1,0,crashed
96,-54.16,134,1,0,crashed
97,-95.68,262,1,0,crashed
98,-60.43,85,1,0,crashed
99,-132.00,133,1,0,crashed
100,-55.33,131,1,0,crashed
101,-133.56,79,1,0,crashed
102,-8.70,131,1,0,crashed
103,-99.71,190,1,0,crashed
104,-79.82,130,1,0,crashed
105,-105.30,145,1,0,crashed
106,-88.46,175,1,0,crashed
107,-63.36,123,1,0,crashed
108,-67.50,128,1,0,crashed
109,-108.01,152,1,0,crashed
110,-115.04,114,1,0,crashed
111,-163.93,135,1,0,crashed
112,-61.02,161,1,0,crashed
113,-198.42,114,1,0,crashed
114,-12.99,83,1,0,crashed
115,-83.56,100,1,0,crashed
116,-28.82,194,1,0,crashed
117,-227.59,168,1,0,crashed
118,-44.39,253,1,0,crashed
119,-111.57,142,1,0,crashed
120,-158.06,142,1,0,crashed
121,-244.69,139,1,0,crashed
122,-186.43,118,1,0,crashed
123,-10.36,222,1,0,crashed
124,-30.78,137,1,0,crashed
125,-289.15,310,1,0,crashed
126,-75.95,191,1,0,crashed
127,-4.59,156,1,0,crashed
128,-55.04,134,1,0,crashed
129,-213.31,187,1,0,crashed
130,-166.45,181,1,0,crashed
131,-125.54,143,1,0,crashed
132,-286.55,132,1,0,crashed
133,-40.65,94,1,0,crashed
134,-28.30,227,1,0,crashed
135,-89.97,137,1,0,crashed
136,-70.30,209,1,0,crashed
137,-134.58,118,1,0,crashed
138,-39.94,187,1,0,crashed
139,-158.82,134,1,0,crashed
140,-99.55,116,1,0,crashed
141,-81.45,259,1,0,crashed
142,-80.49,166,1,0,crashed
143,-59.79,142,1,0,crashed
144,-87.15,192,1,0,crashed
145,-139.16,76,1,0,crashed
146,-36.06,146,1,0,crashed
147,-74.04,118,1,0,crashed
148,-127.41,132,1,0,crashed
149,-86.01,166,1,0,crashed
150,-115.81,197,1,0,crashed
151,-291.15,173,1,0,crashed
152,-28.08,128,1,0,crashed
153,-73.75,205,1,0,crashed
154,-43.43,70,1,0,crashed
155,-38.89,132,1,0,crashed
156,-122.62,242,1,0,crashed
157,-131.19,106,1,0,crashed
158,-49.90,223,1,0,crashed
159,-6.37,209,1,0,crashed
160,-37.24,159,1,0,crashed
161,-75.75,148,1,0,crashed
162,-197.36,221,1,0,crashed
163,-60.07,195,1,0,crashed
164,-91.95,191,1,0,crashed
165,-63.90,157,1,0,crashed
166,-71.47,412,1,0,crashed
167,-83.16,250,1,0,crashed
168,-83.21,299,1,0,crashed
169,-158.06,333,1,0,out_of_bounds
170,-232.16,628,1,0,out_of_bounds
171,-89.75,323,1,0,crashed
172,-74.44,346,1,0,crashed
173,-111.71,1000,0,1,time_limit
174,-259.23,535,1,0,out_of_bounds
175,-45.87,144,1,0,crashed
176,2.65,214,1,0,crashed
177,-209.11,110,1,0,crashed
178,-18.06,301,1,0,crashed
179,-165.99,216,1,0,crashed
180,-15.27,1000,0,1,time_limit
181,-0.53,213,1,0,crashed
182,-50.72,128,1,0,crashed
183,-104.40,530,1,0,crashed
184,-72.55,816,1,0,crashed
185,-20.91,1000,0,1,time_limit
186,-87.25,563,1,0,crashed
187,-60.20,496,1,0,crashed
188,-102.20,521,1,0,crashed
189,-88.57,1000,0,1,time_limit
190,9.25,1000,0,1,time_limit
191,-71.60,209,1,0,crashed
192,-7.24,213,1,0,crashed
193,-21.55,506,1,0,crashed
194,-55.41,353,1,0,crashed
195,-123.04,783,1,0,crashed
196,-41.72,316,1,0,crashed
197,-22.09,1000,0,1,time_limit
198,-256.50,583,1,0,out_of_bounds
199,-187.91,942,1,0,crashed
200,40.30,1000,0,1,time_limit
201,86.66,1000,0,1,time_limit
202,-88.61,1000,0,1,time_limit
203,-175.44,230,1,0,crashed
204,-51.55,1000,0,1,time_limit
205,-71.67,104,1,0,crashed
206,-89.27,1000,0,1,time_limit
207,-35.15,165,1,0,crashed
208,-29.97,1000,0,1,time_limit
209,-95.99,564,1,0,crashed
210,-133.52,1000,0,1,time_limit
211,58.39,1000,0,1,time_limit
212,-93.96,1000,0,1,time_limit
213,-367.77,680,1,0,crashed
214,-115.24,579,1,0,crashed
215,-59.96,1000,0,1,time_limit
216,-58.04,1000,0,1,time_limit
217,-89.62,1000,0,1,time_limit
218,-80.72,1000,0,1,time_limit
219,-21.29,1000,0,1,time_limit
220,-111.29,1000,0,1,time_limit
221,-73.19,512,1,0,crashed
222,-54.63,1000,0,1,time_limit
223,-39.98,1000,0,1,time_limit
224,-42.23,1000,0,1,time_limit
225,-120.85,1000,0,1,time_limit
226,-59.41,1000,0,1,time_limit
227,-78.43,1000,0,1,time_limit
228,-42.56,1000,0,1,time_limit
229,-47.34,1000,0,1,time_limit
230,-45.92,177,1,0,crashed
231,-83.21,576,1,0,crashed
232,-108.17,1000,0,1,time_limit
233,18.78,1000,0,1,time_limit
234,-43.50,1000,0,1,time_limit
235,-1.27,122,1,0,crashed
236,-56.97,1000,0,1,time_limit
237,-33.03,1000,0,1,time_limit
238,-48.86,1000,0,1,time_limit
239,-55.03,1000,0,1,time_limit
240,-31.42,1000,0,1,time_limit
241,-93.97,1000,0,1,time_limit
242,-13.14,1000,0,1,time_limit
243,-54.18,1000,0,1,time_limit
244,-84.80,1000,0,1,time_limit
245,-80.66,1000,0,1,time_limit
246,-30.85,1000,0,1,time_limit
247,-160.13,455,1,0,out_of_bounds
248,-32.49,1000,0,1,time_limit
249,-75.63,1000,0,1,time_limit
250,-72.72,1000,0,1,time_limit
251,-55.08,1000,0,1,time_limit
252,-54.57,1000,0,1,time_limit
253,-24.09,1000,0,1,time_limit
254,-64.59,1000,0,1,time_limit
255,-42.94,1000,0,1,time_limit
256,-55.17,1000,0,1,time_limit
257,-35.88,1000,0,1,time_limit
258,-41.62,1000,0,1,time_limit
259,-66.15,1000,0,1,time_limit
260,-30.08,1000,0,1,time_limit
261,-36.09,1000,0,1,time_limit
262,-19.62,1000,0,1,time_limit
263,14.02,1000,0,1,time_limit
264,-68.22,1000,0,1,time_limit
265,-42.47,1000,0,1,time_limit
266,-87.49,1000,0,1,time_limit
267,-44.54,1000,0,1,time_limit
268,14.71,1000,0,1,time_limit
269,-1.84,1000,0,1,time_limit
270,-26.08,1000,0,1,time_limit
271,-49.33,1000,0,1,time_limit
