episode,reward,length,terminated,truncated,outcome
1,-144.23,103,1,0,crashed
2,-405.18,96,1,0,out_of_bounds
3,-100.22,73,1,0,crashed
4,-105.50,64,1,0,crashed
5,-227.18,97,1,0,crashed
6,-326.26,72,1,0,crashed
7,-159.96,114,1,0,out_of_bounds
8,-143.71,69,1,0,crashed
9,-93.96,81,1,0,crashed
10,-234.97,121,1,0,crashed
11,-107.41,88,1,0,crashed
12,-108.04,94,1,0,crashed
13,-121.85,73,1,0,crashed
14,-107.48,67,1,0,crashed
15,-161.30,129,1,0,crashed
16,-185.42,202,1,0,crashed
17,-201.06,84,1,0,crashed
18,-143.22,106,1,0,crashed
19,-125.92,106,1,0,crashed
20,-447.38,99,1,0,crashed
21,-327.96,94,1,0,crashed
22,-363.34,108,1,0,out_of_bounds
23,-128.10,87,1,0,crashed
24,-114.68,85,1,0,crashed
25,-89.11,126,1,0,crashed
26,-245.66,104,1,0,out_of_bounds
27,-225.63,112,1,0,crashed
28,-176.21,102,1,0,out_of_bounds
29,-64.18,101,1,0,crashed
30,-317.58,90,1,0,crashed
31,-62.31,87,1,0,crashed
32,-207.64,156,1,0,crashed
33,-71.31,98,1,0,crashed
34,-204.55,128,1,0,crashed
35,-244.81,115,1,0,crashed
36,-114.31,101,1,0,crashed
37,-370.20,131,1,0,crashed
38,-250.94,112,1,0,out_of_bounds
39,17.80,110,1,0,crashed
40,-253.11,126,1,0,crashed
41,-132.93,62,1,0,crashed
42,-84.90,114,1,0,crashed
43,-48.09,84,1,0,crashed
44,-186.09,82,1,0,crashed
45,-100.07,95,1,0,crashed
46,-203.41,126,1,0,crashed
47,-135.87,77,1,0,crashed
48,-24.13,86,1,0,crashed
49,-61.86,134,1,0,crashed
50,-64.13,153,1,0,crashed
51,-169.81,122,1,0,out_of_bounds
52,-182.57,105,1,0,out_of_bounds
53,-111.87,160,1,0,crashed
54,-297.80,154,1,0,crashed
55,-230.97,72,1,0,crashed
56,-67.23,127,1,0,crashed
57,-61.30,135,1,0,crashed
58,-168.59,117,1,0,crashed
59,-129.99,122,1,0,crashed
60,-116.51,115,1,0,crashed
61,-74.70,129,1,0,crashed
62,-215.13,94,1,0,crashed
63,-82.88,112,1,0,crashed
64,-193.54,126,1,0,crashed
65,-167.55,93,1,0,crashed
66,40.34,131,1,0,crashed
67,-166.47,106,1,0,out_of_bounds
68,-111.65,94,1,0,crashed
69,-195.79,118,1,0,crashed
70,-194.20,79,1,0,crashed
71,-179.19,110,1,0,crashed
72,-126.72,87,1,0,crashed
73,-357.65,139,1,0,crashed
74,-200.96,155,1,0,crashed
75,-66.07,114,1,0,crashed
76,-89.48,172,1,0,crashed
77,-128.08,96,1,0,crashed
78,-125.67,134,1,0,out_of_bounds
79,-191.25,132,1,0,crashed
80,-143.67,134,1,0,crashed
81,-99.92,164,1,0,out_of_bounds
82,-79.62,131,1,0,crashed
83,-153.19,131,1,0,crashed
84,-160.12,103,1,0,out_of_bounds
85,-108.92,97,1,0,crashed
86,-142.64,105,1,0,crashed
87,-69.41,86,1,0,crashed
88,-209.82,144,1,0,out_of_bounds
89,-292.31,145,1,0,crashed
90,-84.31,115,1,0,crashed
91,-63.47,102,1,0,crashed
92,-111.15,132,1,0,crashed
93,-111.80,92,1,0,crashed
94,-189.99,117,1,0,crashed
95,-119.92,127,1,0,crashed
96,-101.96,95,1,0,crashed
97,-91.21,156,1,0,crashed
98,-235.71,319,1,0,crashed
99,-32.69,140,1,0,crashed
100,-56.60,190,1,0,crashed
101,-106.86,101,1,0,crashed
102,-59.81,134,1,0,crashed
103,-181.05,103,1,0,crashed
104,-26.51,190,1,0,crashed
105,-76.45,120,1,0,crashed
106,-65.56,173,1,0,crashed
107,-54.82,172,1,0,crashed
108,-76.47,150,1,0,crashed
109,-108.16,111,1,0,crashed
110,-24.32,152,1,0,crashed
111,-122.20,100,1,0,crashed
112,-249.75,137,1,0,out_of_bounds
113,-5.91,317,1,0,crashed
114,-95.88,173,1,0,crashed
115,-90.09,127,1,0,crashed
116,-105.06,156,1,0,crashed
117,-45.26,164,1,0,crashed
118,-122.29,92,1,0,crashed
119,-80.67,109,1,0,crashed
120,-94.86,144,1,0,crashed
121,-10.80,144,1,0,crashed
122,-67.47,122,1,0,crashed
123,-78.90,99,1,0,crashed
124,-63.18,106,1,0,crashed
125,-144.64,177,1,0,crashed
126,-74.16,145,1,0,crashed
127,-76.68,76,1,0,crashed
128,-89.44,167,1,0,crashed
129,-82.14,169,1,0,crashed
130,-75.98,129,1,0,crashed
131,-19.19,202,1,0,crashed
132,87.28,1000,0,1,time_limit
133,-57.12,147,1,0,crashed
134,-108.16,255,1,0,crashed
135,4.41,240,1,0,crashed
136,-67.06,175,1,0,crashed
137,-55.18,207,1,0,crashed
138,-8.44,187,1,0,crashed
139,-132.16,112,1,0,crashed
140,-74.07,96,1,0,crashed
141,-42.04,272,1,0,crashed
142,-73.49,82,1,0,crashed
143,-132.45,320,1,0,crashed
144,-78.60,84,1,0,crashed
145,-9.02,179,1,0,crashed
146,-111.10,268,1,0,crashed
147,-9.76,126,1,0,crashed
148,-70.89,163,1,0,crashed
149,-2.89,151,1,0,crashed
150,-135.84,209,1,0,crashed
151,-66.58,202,1,0,crashed
152,2.32,1000,0,1,time_limit
153,3.11,295,1,0,crashed
154,-72.08,130,1,0,crashed
155,-56.59,242,1,0,crashed
156,42.54,1000,0,1,time_limit
157,-11.91,151,1,0,crashed
158,-130.74,267,1,0,crashed
159,-29.10,257,1,0,crashed
160,-64.29,205,1,0,crashed
161,-106.83,198,1,0,crashed
162,-47.38,267,1,0,crashed
163,15.63,187,1,0,crashed
164,-59.67,211,1,0,crashed
165,-73.24,229,1,0,crashed
166,-126.38,114,1,0,out_of_bounds
167,-161.44,866,1,0,crashed
168,-96.99,184,1,0,crashed
169,7.29,236,1,0,crashed
170,-30.00,257,1,0,crashed
171,-109.67,290,1,0,crashed
172,-81.20,1000,0,1,time_limit
173,-86.46,260,1,0,crashed
174,-249.58,1000,0,1,time_limit
175,12.92,362,1,0,crashed
176,-80.43,200,1,0,crashed
177,-142.58,1000,0,1,time_limit
178,-142.27,772,1,0,crashed
179,-261.56,757,1,0,out_of_bounds
180,-12.00,1000,0,1,time_limit
181,-46.48,212,1,0,crashed
182,39.06,1000,0,1,time_limit
183,-90.58,542,1,0,crashed
184,-59.18,306,1,0,crashed
185,-50.22,90,1,0,crashed
186,-10.58,477,1,0,crashed
187,116.54,1000,0,1,time_limit
188,-61.96,1000,0,1,time_limit
189,68.78,196,1,0,crashed
190,-57.98,255,1,0,crashed
191,-62.38,478,1,0,crashed
192,-103.39,791,1,0,crashed
193,30.46,1000,0,1,time_limit
194,-61.45,73,1,0,crashed
195,3.83,1000,0,1,time_limit
196,-53.00,1000,0,1,time_limit
197,-304.82,289,1,0,crashed
198,-78.04,102,1,0,crashed
199,1.91,159,1,0,crashed
200,39.75,1000,0,1,time_limit
201,-64.58,311,1,0,crashed
202,-0.83,652,1,0,crashed
203,34.34,1000,0,1,time_limit
204,17.09,359,1,0,crashed
205,37.47,1000,0,1,time_limit
206,-24.19,806,1,0,crashed
207,-104.60,1000,0,1,time_limit
208,-122.33,680,1,0,out_of_bounds
209,-36.82,1000,0,1,time_limit
210,-88.11,1000,0,1,time_limit
211,-5.23,1000,0,1,time_limit
212,-48.49,1000,0,1,time_limit
213,25.35,1000,0,1,time_limit
214,-45.85,1000,0,1,time_limit
215,-42.12,753,1,0,crashed
216,32.63,1000,0,1,time_limit
217,-34.29,1000,0,1,time_limit
218,7.92,1000,0,1,time_limit
219,24.79,1000,0,1,time_limit
220,27.93,1000,0,1,time_limit
221,-5.31,1000,0,1,time_limit
222,-155.22,863,1,0,crashed
223,-49.81,1000,0,1,time_limit
224,65.94,1000,0,1,time_limit
225,-43.95,1000,0,1,time_limit
226,27.60,1000,0,1,time_limit
227,80.67,1000,0,1,time_limit
228,-31.30,1000,0,1,time_limit
229,-51.84,1000,0,1,time_limit
230,69.38,1000,0,1,time_limit
231,47.22,1000,0,1,time_limit
232,90.52,1000,0,1,time_limit
233,10.29,1000,0,1,time_limit
234,-84.33,574,1,0,crashed
235,-10.61,1000,0,1,time_limit
236,13.31,1000,0,1,time_limit
237,63.19,1000,0,1,time_limit
238,-5.98,1000,0,1,time_limit
239,2.89,1000,0,1,time_limit
240,44.67,1000,0,1,time_limit
241,-27.32,1000,0,1,time_limit
242,-28.90,1000,0,1,time_limit
243,-18.95,1000,0,1,time_limit
244,-24.05,1000,0,1,time_limit
245,46.32,1000,0,1,time_limit
246,-13.06,1000,0,1,time_limit
247,69.29,1000,0,1,time_limit
248,-21.02,1000,0,1,time_limit
249,26.89,1000,0,1,time_limit
250,57.33,1000,0,1,time_limit
251,-50.23,1000,0,1,time_limit
252,42.48,1000,0,1,time_limit
253,44.10,1000,0,1,time_limit
254,44.78,1000,0,1,time_limit
255,63.90,1000,0,1,time_limit
256,25.99,1000,0,1,time_limit
257,146.95,1000,0,1,time_limit
258,94.46,1000,0,1,time_limit
259,11.86,1000,0,1,time_limit
260,121.01,1000,0,1,time_limit
261,46.65,1000,0,1,time_limit
262,174.19,1000,0,1,time_limit
263,110.56,1000,0,1,time_limit
264,29.08,1000,0,1,time_limit
265,203.41,974,1,0,landed_success
266,-65.67,68,1,0,crashed
267,122.33,1000,0,1,time_limit
268,82.69,1000,0,1,time_limit
269,8.31,1000,0,1,time_limit
270,159.53,985,1,0,landed_success
271,211.44,696,1,0,landed_success
272,207.70,561,1,0,landed_success
273,95.28,1000,0,1,time_limit
274,-85.25,64,1,0,crashed
275,19.05,1000,0,1,time_limit
276,190.32,994,1,0,landed_success
