episode,reward,length,terminated,truncated,outcome
1,37.28,70,1,0,crashed
2,-332.04,94,1,0,crashed
3,14.74,66,1,0,crashed
4,-279.17,74,1,0,crashed
5,-156.33,82,1,0,crashed
6,-198.49,79,1,0,crashed
7,-98.77,135,1,0,crashed
8,-111.27,86,1,0,crashed
9,-95.62,77,1,0,crashed
10,-80.54,69,1,0,crashed
11,-164.89,104,1,0,crashed
12,-102.60,89,1,0,crashed
13,-76.59,138,1,0,crashed
14,-81.12,114,1,0,crashed
15,-173.02,120,1,0,crashed
16,-178.67,111,1,0,crashed
17,-85.26,91,1,0,crashed
18,-110.03,83,1,0,crashed
19,-114.84,77,1,0,crashed
20,-240.51,110,1,0,crashed
21,-187.98,117,1,0,crashed
22,-79.07,62,1,0,crashed
23,-99.54,123,1,0,crashed
24,-339.90,95,1,0,crashed
25,-115.16,84,1,0,crashed
26,-113.07,60,1,0,crashed
27,-277.78,102,1,0,crashed
28,1.08,92,1,0,crashed
29,-292.14,115,1,0,out_of_bounds
30,-155.11,122,1,0,crashed
31,-349.36,85,1,0,crashed
32,-117.03,72,1,0,crashed
33,-307.38,106,1,0,crashed
34,-212.54,126,1,0,out_of_bounds
35,-93.73,89,1,0,crashed
36,-99.95,130,1,0,crashed
37,-335.69,99,1,0,crashed
38,-282.19,167,1,0,out_of_bounds
39,-287.92,101,1,0,crashed
40,-122.12,78,1,0,crashed
41,-93.61,60,1,0,crashed
42,-270.31,119,1,0,crashed
43,-107.85,72,1,0,crashed
44,-153.31,117,1,0,crashed
45,-208.04,106,1,0,crashed
46,-99.65,63,1,0,crashed
47,-239.10,121,1,0,crashed
48,-74.28,93,1,0,crashed
49,-40.39,95,1,0,crashed
50,-50.72,79,1,0,crashed
51,-202.71,84,1,0,crashed
52,-243.43,79,1,0,crashed
53,-467.04,163,1,0,crashed
54,-273.88,90,1,0,crashed
55,-262.19,105,1,0,crashed
56,-150.34,129,1,0,crashed
57,-233.41,107,1,0,crashed
58,-60.75,99,1,0,crashed
59,-268.65,89,1,0,crashed
60,-401.19,164,1,0,crashed
61,-215.79,104,1,0,out_of_bounds
62,-343.77,112,1,0,crashed
63,-95.56,124,1,0,crashed
64,-92.47,118,1,0,crashed
65,-427.03,200,1,0,crashed
66,-242.66,163,1,0,crashed
67,-378.61,96,1,0,crashed
68,-202.07,91,1,0,crashed
69,-188.06,129,1,0,out_of_bounds
70,-255.58,94,1,0,crashed
71,-260.86,77,1,0,crashed
72,-58.20,96,1,0,crashed
73,-356.55,83,1,0,out_of_bounds
74,-181.23,163,1,0,crashed
75,-194.37,155,1,0,crashed
76,-161.25,108,1,0,out_of_bounds
77,-254.76,123,1,0,out_of_bounds
78,-167.38,106,1,0,crashed
79,-181.37,78,1,0,crashed
