episode,reward,length,terminated,truncated,outcome
1,-115.20,93,1,0,crashed
2,-363.45,162,1,0,out_of_bounds
3,-13.76,143,1,0,crashed
4,-673.88,404,1,0,out_of_bounds
5,-145.53,134,1,0,crashed
6,-368.51,87,1,0,crashed
7,-395.05,81,1,0,out_of_bounds
8,-574.20,101,1,0,out_of_bounds
9,-174.48,90,1,0,crashed
10,-204.49,92,1,0,out_of_bounds
11,-446.59,149,1,0,crashed
12,-313.47,178,1,0,crashed
13,-296.34,128,1,0,out_of_bounds
14,-331.21,103,1,0,crashed
15,-222.00,79,1,0,crashed
16,-240.77,143,1,0,crashed
17,-56.04,140,1,0,crashed
18,-169.09,106,1,0,out_of_bounds
19,-185.40,197,1,0,crashed
20,-282.88,119,1,0,crashed
21,-296.03,113,1,0,crashed
22,-251.26,233,1,0,crashed
23,-400.52,204,1,0,crashed
24,-133.58,105,1,0,out_of_bounds
25,-48.35,244,1,0,crashed
26,-211.08,260,1,0,crashed
27,-195.14,128,1,0,crashed
28,-190.78,220,1,0,crashed
29,-79.26,168,1,0,crashed
30,-11.10,150,1,0,crashed
31,-200.67,254,1,0,crashed
32,-226.16,314,1,0,crashed
33,-124.50,178,1,0,crashed
34,-129.99,145,1,0,crashed
35,-100.27,128,1,0,crashed
36,-343.93,286,1,0,out_of_bounds
37,-463.35,159,1,0,crashed
38,-147.18,119,1,0,out_of_bounds
39,-83.82,175,1,0,crashed
40,-171.71,141,1,0,crashed
41,-114.79,132,1,0,crashed
42,-180.64,146,1,0,crashed
43,-202.93,609,1,0,out_of_bounds
44,-268.52,192,1,0,crashed
45,-247.08,206,1,0,crashed
46,-276.48,242,1,0,crashed
47,-120.17,675,1,0,crashed
48,-44.21,146,1,0,crashed
49,-41.77,116,1,0,crashed
50,-17.18,137,1,0,crashed
51,-189.97,195,1,0,crashed
52,-91.95,145,1,0,crashed
53,-148.60,120,1,0,crashed
54,-75.86,164,1,0,crashed
55,-128.12,103,1,0,out_of_bounds
56,-22.49,196,1,0,crashed
57,-33.60,213,1,0,crashed
58,-161.13,215,1,0,crashed
59,-134.88,164,1,0,crashed
60,-256.70,172,1,0,crashed
61,-140.86,169,1,0,crashed
62,-58.76,94,1,0,crashed
63,-67.90,245,1,0,crashed
64,-38.39,193,1,0,crashed
65,-90.61,359,1,0,crashed
66,-83.35,194,1,0,crashed
67,-133.61,346,1,0,crashed
68,-152.32,183,1,0,crashed
69,-67.02,240,1,0,crashed
70,-31.12,164,1,0,crashed
71,-120.58,238,1,0,crashed
72,-69.24,186,1,0,crashed
73,-29.26,191,1,0,crashed
74,-91.49,218,1,0,crashed
75,-84.08,279,1,0,crashed
76,-258.02,212,1,0,crashed
77,-76.94,225,1,0,crashed
78,-119.68,129,1,0,crashed
79,-95.77,149,1,0,crashed
80,17.24,1000,0,1,time_limit
81,-58.86,227,1,0,crashed
82,-142.18,322,1,0,crashed
83,-272.00,250,1,0,crashed
84,-31.61,1000,0,1,time_limit
85,-57.23,181,1,0,crashed
86,-70.21,195,1,0,crashed
87,-41.19,306,1,0,crashed
88,-94.75,173,1,0,crashed
89,24.72,223,1,0,crashed
90,148.05,1000,0,1,time_limit
91,-91.50,186,1,0,crashed
92,-223.93,189,1,0,crashed
93,5.02,294,1,0,crashed
94,-98.49,111,1,0,out_of_bounds
95,107.89,1000,0,1,time_limit
96,-271.10,290,1,0,crashed
97,-77.72,181,1,0,crashed
98,-125.84,438,1,0,crashed
99,-186.14,219,1,0,crashed
100,-161.51,231,1,0,crashed
101,-244.67,457,1,0,crashed
102,-93.38,219,1,0,crashed
103,-69.87,317,1,0,crashed
104,27.01,1000,0,1,time_limit
105,-103.10,371,1,0,crashed
106,-199.26,175,1,0,crashed
107,56.39,218,1,0,crashed
108,-20.38,275,1,0,crashed
109,46.30,248,1,0,crashed
110,-151.24,250,1,0,crashed
111,-248.30,257,1,0,crashed
112,126.29,1000,0,1,time_limit
113,8.66,275,1,0,crashed
114,0.22,357,1,0,crashed
115,120.59,1000,0,1,time_limit
116,124.64,1000,0,1,time_limit
117,-31.51,353,1,0,crashed
118,-72.23,183,1,0,crashed
119,-36.65,326,1,0,crashed
120,-222.87,332,1,0,crashed
121,-102.29,228,1,0,crashed
122,102.31,1000,0,1,time_limit
123,-228.92,181,1,0,crashed
