episode,reward,length,terminated,truncated,outcome
1,-300.76,101,1,0,out_of_bounds
2,-361.11,79,1,0,crashed
3,-272.24,87,1,0,crashed
4,-296.22,68,1,0,crashed
5,-110.61,61,1,0,crashed
6,-362.46,87,1,0,crashed
7,-117.77,70,1,0,crashed
8,-151.33,70,1,0,crashed
9,-67.21,70,1,0,crashed
10,-90.83,93,1,0,crashed
11,-290.67,77,1,0,crashed
12,-234.62,97,1,0,crashed
13,-49.08,118,1,0,crashed
14,-235.46,73,1,0,crashed
15,-293.23,101,1,0,out_of_bounds
16,-101.73,83,1,0,crashed
17,-130.07,100,1,0,crashed
18,-93.20,68,1,0,crashed
19,-238.03,70,1,0,crashed
20,-337.42,97,1,0,out_of_bounds
21,-137.63,68,1,0,crashed
22,-207.16,90,1,0,crashed
23,-250.65,89,1,0,crashed
24,-389.82,112,1,0,out_of_bounds
25,-273.59,87,1,0,crashed
26,-122.96,95,1,0,crashed
27,-124.89,72,1,0,crashed
28,-341.65,95,1,0,crashed
29,-106.79,84,1,0,crashed
30,-3.21,82,1,0,crashed
31,-364.98,97,1,0,out_of_bounds
32,-153.05,84,1,0,crashed
33,-484.86,107,1,0,crashed
34,-97.13,71,1,0,crashed
35,-64.13,80,1,0,crashed
36,-280.17,103,1,0,out_of_bounds
37,-103.27,118,1,0,crashed
38,-227.28,75,1,0,crashed
39,-130.91,97,1,0,crashed
40,-114.67,82,1,0,crashed
41,-254.50,67,1,0,crashed
42,-121.87,81,1,0,crashed
43,-190.44,82,1,0,crashed
44,-207.66,106,1,0,crashed
45,-143.63,68,1,0,crashed
46,-276.68,99,1,0,crashed
47,-229.66,92,1,0,crashed
48,-161.10,82,1,0,crashed
49,-140.97,90,1,0,crashed
50,-241.31,77,1,0,crashed
51,-134.22,81,1,0,crashed
52,-164.96,102,1,0,out_of_bounds
53,-83.44,78,1,0,crashed
54,6.65,100,1,0,crashed
55,-130.87,70,1,0,crashed
56,-111.07,96,1,0,crashed
57,-370.38,87,1,0,crashed
58,-95.79,110,1,0,crashed
59,-88.80,79,1,0,crashed
60,-461.62,99,1,0,crashed
61,-176.17,101,1,0,crashed
62,-102.25,61,1,0,crashed
63,-242.16,75,1,0,crashed
64,-216.50,92,1,0,crashed
65,-84.64,139,1,0,crashed
66,-125.06,110,1,0,crashed
67,-173.05,71,1,0,crashed
68,-244.42,95,1,0,crashed
69,-437.76,79,1,0,crashed
70,-100.28,104,1,0,crashed
71,-120.25,124,1,0,crashed
72,-227.05,70,1,0,crashed
73,-154.40,60,1,0,crashed
74,-153.05,111,1,0,crashed
75,-308.92,98,1,0,crashed
76,-61.61,70,1,0,crashed
77,-180.48,76,1,0,crashed
78,-132.34,59,1,0,crashed
79,-219.67,98,1,0,crashed
80,-413.11,127,1,0,crashed
81,-115.82,104,1,0,crashed
82,-78.15,107,1,0,crashed
83,-224.03,112,1,0,crashed
84,-104.44,57,1,0,crashed
85,-160.80,129,1,0,crashed
86,-112.47,83,1,0,crashed
87,-176.63,125,1,0,crashed
88,-104.77,111,1,0,crashed
89,-439.87,128,1,0,out_of_bounds
90,-515.73,135,1,0,crashed
91,-103.05,73,1,0,crashed
92,-407.11,90,1,0,crashed
93,-151.35,90,1,0,crashed
94,-82.16,70,1,0,crashed
95,-432.65,100,1,0,crashed
96,-392.82,100,1,0,crashed
97,-438.81,91,1,0,out_of_bounds
98,-58.90,77,1,0,crashed
99,-77.00,68,1,0,crashed
100,-88.55,69,1,0,crashed
101,-187.73,93,1,0,crashed
102,-141.15,84,1,0,crashed
103,-60.58,134,1,0,crashed
104,-243.28,93,1,0,out_of_bounds
105,-271.27,127,1,0,crashed
106,-171.26,103,1,0,crashed
107,-108.06,104,1,0,crashed
108,-272.70,81,1,0,crashed
109,-114.57,92,1,0,crashed
110,-197.78,92,1,0,crashed
111,-97.01,64,1,0,crashed
112,-150.50,86,1,0,crashed
113,-400.55,136,1,0,crashed
114,-43.07,101,1,0,crashed
115,-69.13,101,1,0,crashed
116,-133.92,78,1,0,crashed
117,-82.22,93,1,0,crashed
118,-91.50,112,1,0,crashed
119,-131.86,82,1,0,crashed
120,-100.84,94,1,0,crashed
121,-95.29,71,1,0,crashed
122,-291.34,89,1,0,crashed
123,-114.33,90,1,0,crashed
124,-75.64,68,1,0,crashed
125,-63.97,69,1,0,crashed
126,-73.37,66,1,0,crashed
127,-184.47,97,1,0,crashed
128,-97.01,88,1,0,crashed
129,-212.16,84,1,0,crashed
130,-101.21,91,1,0,crashed
131,-68.01,71,1,0,crashed
132,-217.67,150,1,0,crashed
133,-399.68,102,1,0,out_of_bounds
134,-290.99,92,1,0,out_of_bounds
135,-178.06,116,1,0,crashed
136,-81.12,76,1,0,crashed
137,-79.77,87,1,0,crashed
138,-113.05,115,1,0,crashed
139,-229.20,115,1,0,crashed
140,-81.68,87,1,0,crashed
141,-58.80,73,1,0,crashed
142,-183.36,88,1,0,crashed
143,-71.23,121,1,0,crashed
144,-126.94,125,1,0,crashed
145,-392.47,131,1,0,out_of_bounds
146,-48.13,79,1,0,crashed
147,-91.44,93,1,0,crashed
148,-156.46,108,1,0,crashed
149,-113.57,68,1,0,crashed
150,-91.98,62,1,0,crashed
151,-316.35,109,1,0,out_of_bounds
152,-95.35,154,1,0,crashed
153,-111.69,138,1,0,crashed
154,-384.60,145,1,0,crashed
155,-245.03,169,1,0,crashed
156,-375.37,102,1,0,out_of_bounds
157,-87.95,116,1,0,crashed
158,-271.01,89,1,0,crashed
159,-95.02,150,1,0,crashed
160,-169.73,74,1,0,crashed
161,-127.55,96,1,0,crashed
162,-204.84,110,1,0,crashed
163,-220.42,106,1,0,crashed
164,-138.24,187,1,0,crashed
165,-82.60,75,1,0,crashed
166,-51.26,146,1,0,crashed
167,-102.37,131,1,0,crashed
168,-54.99,81,1,0,crashed
169,-50.08,106,1,0,crashed
170,-196.01,109,1,0,crashed
171,-60.15,80,1,0,crashed
172,-136.08,116,1,0,crashed
173,-96.75,113,1,0,crashed
174,-348.49,106,1,0,out_of_bounds
175,-125.75,93,1,0,crashed
176,-93.76,70,1,0,crashed
177,-263.43,112,1,0,out_of_bounds
178,-130.49,90,1,0,crashed
179,-338.84,165,1,0,out_of_bounds
180,-306.08,120,1,0,crashed
181,-463.77,80,1,0,out_of_bounds
182,-212.61,108,1,0,out_of_bounds
183,-252.86,99,1,0,out_of_bounds
184,-258.45,125,1,0,crashed
185,-137.49,160,1,0,crashed
186,-95.14,117,1,0,crashed
187,-105.22,76,1,0,crashed
188,-81.84,88,1,0,crashed
189,-264.04,131,1,0,crashed
190,-85.02,91,1,0,crashed
191,-448.52,131,1,0,out_of_bounds
192,-83.83,81,1,0,crashed
193,-51.95,95,1,0,crashed
194,-402.33,114,1,0,out_of_bounds
195,-245.26,91,1,0,crashed
196,-342.90,112,1,0,crashed
197,-77.61,80,1,0,crashed
198,-257.92,186,1,0,out_of_bounds
199,-545.46,178,1,0,crashed
200,-84.36,95,1,0,crashed
201,-123.51,270,1,0,crashed
202,-353.68,131,1,0,crashed
203,-280.66,114,1,0,crashed
204,-169.63,214,1,0,crashed
205,-396.44,109,1,0,out_of_bounds
206,-257.81,175,1,0,crashed
207,-50.08,92,1,0,crashed
208,-172.11,118,1,0,crashed
209,-111.53,123,1,0,crashed
210,-310.92,135,1,0,crashed
211,-45.05,115,1,0,crashed
212,-141.60,108,1,0,crashed
213,-74.33,72,1,0,crashed
214,-138.84,160,1,0,crashed
215,-193.55,106,1,0,crashed
216,-102.08,128,1,0,crashed
217,-57.54,78,1,0,crashed
218,-126.62,201,1,0,crashed
219,-56.00,107,1,0,crashed
220,-207.38,114,1,0,out_of_bounds
221,-78.43,81,1,0,crashed
222,-69.55,164,1,0,crashed
223,-146.95,71,1,0,crashed
224,32.10,101,1,0,crashed
225,-54.80,95,1,0,crashed
226,-50.54,75,1,0,crashed
227,-26.67,137,1,0,crashed
228,-106.60,104,1,0,crashed
229,-91.33,115,1,0,crashed
